index,Company,TypeName,Inches,ScreenResolution,cpu_brand,cpu_name,cpu_speed,Ram,Memory,gpu_brand,gpu_name,OpSys,Weight,Price
847,Asus,Ultrabook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,512GB SSD,Nvidia, GeForce 940M,windows,1.50,54665
848,HP,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,121319
849,HP,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 6500U ,2.5,8.0,512GB SSD,Intel, HD Graphics 520,windows,1.50,78215
850,HP,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,128GB SSD,Intel, HD Graphics 400,N/A,1.90,15931
851,Asus,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,2.10,101179
852,Dell,Notebook,17.30,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,1TB HDD,AMD, Radeon R7 M445,linux,2.80,46087
853,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD,Nvidia, GeForce GT 940MX,windows,2.00,101392
854,Asus,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Nvidia, GeForce GTX 930MX,windows,2.30,41931
855,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,128GB SSD,Intel, HD Graphics 620,windows,1.90,50350
856,Asus,Notebook,15.60,1366x768,Intel, Pentium Quad Core N4200 ,1.1,4.0,1TB HDD,Intel, HD Graphics 505,windows,2.00,23923
857,HP,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i7 7600U ,2.8,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,136344
858,Dell,Notebook,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i5 6200U ,2.3,8.0,1TB HDD,Intel, HD Graphics 520,windows,1.60,34579
859,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,Intel, HD Graphics 520,N/A,2.20,24988
860,Lenovo,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Intel, HD Graphics 620,windows,2.30,45323
861,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7300U ,2.6,8.0,256GB SSD,AMD, Radeon R7 M465,windows,1.80,71875
862,Toshiba,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,128GB SSD,Intel, HD Graphics 620,windows,1.10,68465
863,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,1TB HDD,Nvidia, GeForce GTX 1050,N/A,2.50,54186
864,Dell,Ultrabook,13.30,Quad HD+ / Touchscreen 3200x1800,Intel, Core i7 7660U ,2.5,16.0,512GB SSD,Intel, Iris Plus Graphics 640,windows,1.30,119347
865,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,4.0,500GB HDD,Intel, HD Graphics 520,windows,2.10,48485
866,Toshiba,Ultrabook,13.30,1366x768,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.20,58342
867,Lenovo,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,103896
868,Acer,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.60,48059
869,Dell,Workstation,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,1TB HDD,Nvidia, Quadro M620,windows,2.20,94732
870,Lenovo,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,windows,2.40,56210
871,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,AMD, Radeon R5 M430,N/A,2.20,25521
872,Toshiba,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,2.00,73953
873,Lenovo,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i3 7100U ,2.4,4.0,180GB SSD,Intel, HD Graphics 620,windows,1.40,39161
874,Samsung,Ultrabook,15.00,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,16.0,256GB SSD,Nvidia, GeForce 940MX,windows,1.20,98515
875,Dell,Ultrabook,12.50,Full HD 1920x1080,Intel, Core i7 7600U ,2.8,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.60,90043
876,Asus,Notebook,15.60,1366x768,Intel, Pentium Quad Core N4200 ,1.1,4.0,1TB HDD,Intel, HD Graphics 505,linux,2.00,21258
877,Xiaomi,Ultrabook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Nvidia, GeForce 940MX,windows,1.30,49817
878,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,128GB SSD +  1TB HDD,Nvidia, GeForce 940MX,windows,2.20,48618
879,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,256GB SSD,Intel, HD Graphics 620,windows,2.00,44702
880,HP,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,4.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,90576
881,HP,2 in 1 Convertible,15.60,Touchscreen 1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,windows,2.30,36486
882,Asus,Notebook,14.10,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.70,18541
883,Lenovo,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 6500U ,2.5,8.0,1TB HDD,Nvidia, GeForce 940MX,windows,2.20,35644
884,Dell,Notebook,15.60,1366x768,Intel, Pentium Quad Core N3710 ,1.6,4.0,500GB HDD,Intel, HD Graphics,windows,2.20,19660
885,HP,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,4.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,95851
886,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,AMD, Radeon R5 M420X,linux,2.20,24280
887,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,12.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.20,72988
888,Acer,Netbook,11.60,IPS Panel 1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,32GB Flash Storage,Intel, HD Graphics 400,other,1.30,15824
889,Lenovo,Notebook,17.30,1600x900,AMD, A4-Series 7210 ,2.2,4.0,500GB HDD,AMD, Radeon R3,windows,2.80,20193
890,HP,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,128GB SSD,Intel, HD Graphics 620,windows,2.00,67399
891,HP,2 in 1 Convertible,13.30,Quad HD+ / Touchscreen 3200x1800,Intel, Core i7 7500U ,2.7,16.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,74539
892,Samsung,Ultrabook,15.00,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.20,90523
893,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,95851
894,MSI,Gaming,17.30,IPS Panel 4K Ultra HD 3840x2160,Intel, Core i7 6700HQ ,2.6,16.0,512GB SSD +  2TB HDD,Nvidia, GeForce GTX 1060,windows,2.40,141139
895,Toshiba,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.10,78588
896,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,1TB HDD,Nvidia, GeForce GTX 1050Ti,linux,2.60,49497
897,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,1TB HDD,Nvidia, GeForce 930MX,windows,2.00,47952
898,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,AMD, Radeon R5 M420X,windows,2.20,32714
899,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7300U ,2.6,8.0,500GB HDD,Intel, HD Graphics 620,windows,1.90,49817
900,Dell,2 in 1 Convertible,13.30,Quad HD+ / Touchscreen 3200x1800,Intel, Core i7 7Y75 ,1.3,8.0,512GB SSD,Intel, HD Graphics 615,windows,1.20,107258
901,Asus,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 6820HK ,2.7,32.0,256GB SSD +  256GB SSD,Nvidia, GeForce GTX 980M,windows,3.60,68145
902,Dell,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i7 7Y75 ,1.3,16.0,256GB SSD,Intel, HD Graphics 615,windows,1.20,87859
903,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB Flash Storage,Intel, HD Graphics 620,windows,1.10,109171
904,Lenovo,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,512GB SSD,Intel, HD Graphics 620,windows,2.00,104588
905,LG,Ultrabook,15.60,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.10,111835
906,HP,Netbook,12.50,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.30,79014
907,Acer,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Celeron Dual Core 3205U ,1.5,4.0,16GB Flash Storage,Intel, HD Graphics,other,2.20,19128
908,Lenovo,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 6300HQ ,2.3,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 960M,windows,2.60,42038
909,LG,Ultrabook,14.00,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.00,101179
910,Dell,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7440HQ ,2.8,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.60,64202
911,HP,Ultrabook,12.50,4K Ultra HD / Touchscreen 3840x2160,Intel, Core M 6Y75 ,1.2,8.0,240GB SSD,Intel, HD Graphics 515,windows,1.10,165168
912,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,6.0,256GB SSD,Nvidia, GeForce 940MX,windows,2.20,42038
913,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Nvidia, GeForce 930MX,windows,2.00,54292
914,Acer,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 7100U ,2.4,4.0,1TB HDD,Intel, HD Graphics 620,windows,2.40,26587
915,Lenovo,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,128GB SSD,Intel, HD Graphics 620,windows,1.40,46940
916,HP,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.50,51149
917,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,2.70,85195
918,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,2.60,71875
919,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.20,59669
920,Dell,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,1TB HDD,AMD, Radeon R5 M420,windows,2.20,36496
921,HP,Ultrabook,15.60,Full HD 1920x1080,Intel, Core i7 6500U ,2.5,8.0,256GB SSD,AMD, Radeon R7 M365X,windows,1.80,69104
924,Lenovo,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.40,97236
925,Dell,Notebook,15.60,1366x768,Intel, Core i5 6200U ,2.3,4.0,500GB HDD,Intel, HD Graphics 520,windows,2.00,38889
926,Lenovo,Ultrabook,12.50,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,87912
927,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,2.30,62071
928,Dell,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,1TB HDD,Intel, HD Graphics 620,windows,2.20,37725
929,HP,Notebook,14.00,1366x768,Intel, Core i5 6200U ,2.3,4.0,500GB HDD,Intel, HD Graphics 520,windows,2.00,61219
930,Lenovo,Notebook,15.60,1366x768,Intel, Pentium Quad Core N4200 ,1.1,4.0,1TB HDD,Intel, HD Graphics 505,windows,2.20,16464
931,HP,Ultrabook,12.50,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,4.0,500GB HDD,Intel, HD Graphics 520,windows,1.30,84129
932,HP,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,1TB HDD,Intel, HD Graphics 400,N/A,1.90,15393
933,Lenovo,2 in 1 Convertible,13.30,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel, Core i7 6560U ,2.2,16.0,1TB SSD,Intel, Iris Graphics 540,windows,1.30,95851
934,Toshiba,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 6200U ,2.3,4.0,128GB SSD,Intel, HD Graphics 520,windows,1.50,58874
935,HP,Netbook,12.50,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.30,88924
936,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,Intel, HD Graphics 520,windows,2.20,29762
937,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.20,63883
939,Dell,Gaming,17.30,2560x1440,Intel, Core i7 6820HK ,2.7,16.0,512GB SSD +  1TB HDD,Nvidia, GeForce GTX 1080,windows,4.40,146946
940,HP,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i5 6300HQ ,2.3,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 965M,windows,2.80,74539
941,Asus,Notebook,17.30,1600x900,Intel, Pentium Quad Core N3710 ,1.6,4.0,1TB HDD,Nvidia, GeForce 920MX,windows,2.80,28238
942,Acer,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,windows,2.20,32980
943,Toshiba,Notebook,15.60,1366x768,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,2.20,59620
944,Lenovo,2 in 1 Convertible,11.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core M m7-6Y75 ,1.2,8.0,256GB SSD,Intel, HD Graphics 515,windows,1.10,69211
945,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,AMD, FX 8800P ,2.1,16.0,512GB SSD +  1TB HDD,AMD, Radeon R9 M385,windows,2.50,53227
946,Dell,Ultrabook,12.50,Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics,windows,1.40,78439
947,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,1TB HDD,Nvidia, GeForce 920MX,N/A,2.20,36497
948,Dell,Notebook,17.30,1600x900,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,AMD, Radeon R7 M445,windows,2.40,35112
949,Acer,Notebook,14.00,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,32GB Flash Storage,Intel, HD Graphics 400,other,1.70,18595
950,HP,Workstation,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 6820HQ ,2.7,8.0,8GB SSD,Nvidia, Quadro M1000M,windows,2.00,119827
951,Dell,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 7600U ,2.8,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,94572
952,Toshiba,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.20,77789
953,Asus,2 in 1 Convertible,12.50,Full HD 1920x1080,Intel, Core M M7-6Y75 ,1.2,8.0,64GB Flash Storage,Intel, HD Graphics 515,other,1.20,61752
954,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 6600U ,2.6,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.70,79333
955,Dell,Gaming,17.30,IPS Panel 4K Ultra HD 3840x2160,Intel, Core i7 7700HQ ,2.8,16.0,512GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,168045
956,Dell,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i5 7Y54 ,1.2,8.0,256GB SSD,Intel, HD Graphics 615,windows,1.20,101179
957,HP,2 in 1 Convertible,11.60,Touchscreen 1366x768,Intel, Pentium Quad Core N4200 ,1.1,4.0,256GB SSD,Intel, HD Graphics 505,windows,1.50,41292
958,Dell,Ultrabook,13.30,Quad HD+ 3200x1800,Intel, Core i7 6500U ,2.5,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.30,67559
959,Acer,2 in 1 Convertible,11.60,IPS Panel Touchscreen 1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,32GB Flash Storage,Intel, HD Graphics 400,other,1.30,20726
960,Toshiba,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 6300U ,2.4,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.20,81785
961,Lenovo,Ultrabook,12.50,IPS Panel Full HD 1920x1080,Intel, Core i5 7300U ,2.6,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,93773
962,Acer,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,12.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 950M,windows,2.40,53760
963,Toshiba,Ultrabook,12.50,Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.10,95371
964,HP,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Nvidia, GeForce 930MX,windows,2.00,45102
965,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,AMD, Radeon R5 M430,linux,2.30,24808
966,Dell,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,windows,1.90,43956
967,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 7100U ,2.4,4.0,500GB HDD,Intel, HD Graphics 620,windows,2.00,36497
968,Dell,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,32.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,167779
969,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,6.0,256GB SSD,Nvidia, GeForce 920MX,windows,2.40,37030
970,Dell,2 in 1 Convertible,13.30,Quad HD+ / Touchscreen 3200x1800,Intel, Core i7 7Y75 ,1.3,16.0,512GB SSD,Intel, HD Graphics 615,windows,1.20,101179
971,Dell,Ultrabook,14.00,Touchscreen 2560x1440,Intel, Core i7 6600U ,2.6,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.50,104588
972,Dell,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 6700HQ ,2.6,32.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,149184
973,Toshiba,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,2.00,62870
974,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,2.70,109219
975,HP,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.7,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce 930MX,windows,2.00,52161
976,Lenovo,Notebook,14.00,1366x768,Intel, Core i5 6200U ,2.3,4.0,508GB Hybrid,Intel, HD Graphics 520,windows,1.70,53387
977,Asus,2 in 1 Convertible,15.60,4K Ultra HD / Touchscreen 3840x2160,Intel, Core i7 7500U ,2.7,16.0,512GB SSD +  2TB HDD,Nvidia, GeForce GTX 950M,windows,2.30,95851
979,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,3.00,93187
980,Dell,2 in 1 Convertible,15.60,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,12.0,512GB SSD,Intel, HD Graphics 620,windows,2.20,69211
981,Toshiba,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,4.0,128GB SSD,Intel, HD Graphics 520,windows,1.20,63670
982,Lenovo,Notebook,15.60,Full HD 1920x1080,AMD, A12-Series 9720P ,3.6,6.0,256GB SSD,AMD, Radeon 530,windows,2.20,29251
983,Fujitsu,Notebook,15.60,1366x768,Intel, Core i5 6200U ,2.3,4.0,256GB SSD,Intel, HD Graphics 520,windows,2.30,34579
984,Toshiba,Notebook,14.00,1366x768,Intel, Core i5 6200U ,2.3,4.0,500GB HDD,Intel, HD Graphics 520,windows,1.80,48751
985,Dell,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,AMD, Radeon R5 M430,windows,2.30,31915
986,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Intel, HD Graphics 620,windows,2.00,42944
987,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,2.50,63350
988,Dell,Notebook,15.60,1366x768,Intel, Core i7 7500U ,2.7,8.0,1TB HDD,AMD, Radeon R7 M445,windows,2.40,39907
989,Dell,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,128GB SSD,Intel, HD Graphics 620 ,windows,1.60,59620
990,HP,Netbook,12.50,Full HD 1920x1080,Intel, Core M 6Y75 ,1.2,8.0,512GB SSD,Intel, HD Graphics 515,windows,1.00,101658
991,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,128GB SSD +  1TB HDD,AMD, Radeon 520,windows,2.10,26587
992,Lenovo,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,128GB SSD,Intel, HD Graphics 500,N/A,1.90,14419
993,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,2.30,71875
995,Asus,Notebook,13.30,Quad HD+ 3200x1800,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,61272
996,HP,Ultrabook,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.10,71875
997,Acer,Notebook,15.60,1366x768,Intel, Pentium Quad Core N4200 ,1.1,4.0,500GB HDD,Intel, HD Graphics 505,windows,2.40,20246
998,Asus,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,2.50,95851
999,HP,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.50,111302
1000,Acer,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.70,67133
1001,HP,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,63350
1002,Dell,Notebook,15.60,1366x768,Intel, Core i3 7100U ,2.4,4.0,128GB SSD,Intel, HD Graphics 620,windows,2.20,29144
1003,HP,Notebook,14.00,1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,windows,1.60,41505
1004,Toshiba,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,4.0,128GB SSD,Intel, HD Graphics 520,windows,1.20,63670
1005,HP,Notebook,14.00,1366x768,Intel, Core i5 6300U ,2.4,4.0,256GB SSD,Intel, HD Graphics 520,windows,1.50,58607
1006,HP,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,256GB SSD,Intel, HD Graphics 620,windows,2.00,64202
1007,HP,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 6600U ,2.6,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.40,77203
1008,HP,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Nvidia, GeForce 930MX,windows,1.60,55905
1009,HP,Notebook,14.00,1366x768,Intel, Core i3 7100U ,2.4,4.0,500GB HDD,Intel, HD Graphics 620,windows,1.60,36444
1010,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,1.0TB Hybrid,Nvidia, GeForce GTX 1050,windows,2.70,50563
1011,HP,Ultrabook,12.50,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,windows,1.30,81998
1012,HP,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,256GB SSD,Intel, HD Graphics 620,windows,1.50,84715
1013,HP,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 6500U ,2.5,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.50,100551
1014,HP,Notebook,13.30,1366x768,Intel, Core i3 7100U ,2.4,4.0,500GB HDD,Intel, HD Graphics 620,windows,1.50,42624
1015,Toshiba,Notebook,13.30,1366x768,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.50,64469
1016,HP,Notebook,15.60,1366x768,Intel, Core i3 7100U ,2.4,4.0,256GB SSD,Intel, HD Graphics 620,windows,2.00,41025
